,Unnamed: 0,ssyk_2012_kod,url,code,title,description,english
239,240,3515,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=3515,3515,Webbmaster och webbadministratörer,"Underhåller, övervakar och administrerar drift av Internet och interna webbplatser samt maskin- och programvara för webbservrar. Ansvarar för en webbplats övergripande struktur och innehåll.","['It maintains, oversees and administers the operation of the Internet and of internal sites, as well as the machinery and software of web servers, and provides the overall structure and content of a web site.']"
240,241,3521,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=3521,3521,Bild- och sändningstekniker,Ansvarar för teknik och leder arbete vid sändning av TV-program från studio eller inspelningsbuss. Planerar och hanterar utrustning för redigering och mixning av ljud- och bildinspelningar. Gör mixbearbetning av inspelningar samt överför ljud till och från olika media.,"['Approaches technology and leads the production of TV programs from studios and recording buses, plans and manages editing and mixing equipment for audio and video recordings, performs mixing operations for recordings and transferring sound to and from different media.']"
241,242,3522,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=3522,3522,"Ljus-, ljud och scentekniker","Installerar och programmerar utrustning för ljus, ljud och scenmaskineri. Svarar för och sköter ljussättning. Ansvarar för sceners byggnad, funktion och tekniska utrustning samt underhåll. Planerar och genomför föreställningar med artister inom scenkonsten. Bygger, skiftar och river dekor.","['Installs and programs equipment for lighting, sound and stage equipment, answers for and manages lighting, evaluates the construction, function and technical equipment and maintenance of stages, and plans and executes performances with performers in the field of stage art, buildings, sketches and river decoration.']"
242,243,4111,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=4111,4111,Ekonomiassistenter m.fl.,"Registrerar, sammanställer och bearbetar data om företags eller organisations ekonomiska transaktioner. Kontrollerar och upprättar underlag för exempelvis fakturor. Sköter och bokför in- och utbetalningar. Informerar om resultat. Sköter momshantering och sammanställer material inför skattedeklarationen.","['Registers, compiles and processes data about economic transactions of companies or organizations, controls and maintains data for, for example, invoices, taxes and accounts for invoices and payments, reports on results, customs clearance, and compiles material for tax returns.']"
243,244,4112,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=4112,4112,Löne- och personaladministratörer,"Utför löneberedningsrutiner och löpande löne­arbete. Hanterar anställningsformer och tillämpning av arbetsrätt och avtal i löneberedning, löneformer och lönedelar. Sammanställer underlag för statistik, pensions- och försäkringsärenden.","['It runs payroll routines and ongoing payroll work, supervises recruitment processes and application of labor law and contracts in payroll, payroll forms and payrolls, brings together statistics, pension and insurance systems.']"
244,245,4113,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=4113,4113,Backofficepersonal m.fl.,"Utför registrering, avveckling och kontroll av affärshändelser inom värdepappers- och valutahandeln.","['It records, decrypts and controls transactions in securities and currency exchanges.']"
245,246,4114,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=4114,4114,Marknads- och försäljningsassistenter,"Bevakar och bereder marknads- och försälj­ningsärenden. Sköter administration för marknads- och försäljningsaktiviteter. Kontrollerar och redigerar texter. Bokar utrymme för annonser och kampanjer samt kontrollerar införande med avseende på tidpunkt, innehåll, plats, storlek och form. Sköter samordning mellan reklambyrå, tryckeri och medieföretag.","['Supervises and manages the marketing and sales chain; improves the administration of marketing and sales activity; monitors and edits text; creates space for ads and campaigns; and controls behavior with respect to timing, content, location, size and form; and improves the coordination between advertising agencies, printing houses and media companies.']"
246,247,4115,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=4115,4115,Inköps- och orderassistenter,"Gör beställningar samt kontrollerar varor och fakturor. Granskar offerter och skriver ut inköpsorder. Sköter leverantörsregister och lagerlistor. Begär in offerter, pris och leverantörsuppgifter.","['Orders, checks inventory, checks invoices, scans bids, makes purchase orders, checks supply registers and inventory leaflets, enters bids, pricing and supply information.']"
247,248,4116,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=4116,4116,Skolassistenter m.fl.,"Hanterar personal- och elevregister, diarieföring, arkivering, statistik, posthantering och frånvaro­hantering vid förskolor eller skolor. Beställer läromedel och förbrukningsmaterial. Assisterar förskolechef eller rektor.","[""He maintains the personnel and student records, the journals, the archives, the statistics, the post office and the inventory management of schools and schools, procures teaching materials and supplies, assists the principal or the principal's staff.""]"
248,249,4117,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=4117,4117,"Medicinska sekreterare, vårdadministratörer m.fl.","Skriver och hanterar patientjournaler utifrån information från läkare eller annan vårdgivare. Sköter administration, remisshantering och tar emot patienter.","[""It records and manages patient records from physicians' and other caregivers' sources, cuts administration, manages referrals, and receives patients.""]"
249,250,4119,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=4119,4119,Övriga kontorsassistenter och sekreterare,"Utför annat kontorsarbete än inom 4111<U+0096>4117 Exempel på arbetsuppgifter: Sköter löpande ärenden inom administration. Kontrollerar, kompletterar, registrerar, besvarar förfrågningar m.m. Skriver protokoll, brev, tabeller och andra dokument. Gör uträkningar och avstämningar.","['Do clerical work other than those assigned to you in 4111. Example of clerical work: Cutting out running issues in administration. Controlling, completing, registering, answering queries, etc., writing minutes, letters, tables and other documents. Calculating, deleting, etc.']"
250,251,4211,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=4211,4211,Croupierer och oddssättare m.fl.,"Leder olika kasinospel. Säljer spelbrickor och ropar ut nummer under bingospelets gång. Beräknar matematiska sannolikheter och tar fram statistik, för oddssättning.",['They play different casino games. They spell out the dice and shout out numbers during the bingo time. They calculate mathematical odds and come up with statistics for odds.']
251,252,4212,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=4212,4212,Inkasserare och pantlånare m.fl.,Överlämnar delgivningshandlingar. Inkasserar utestående fordringar samt undersöker tillgångar. Gör upp avbetalningsplaner och medverkar i förlikningar. Upprättar ansökningshandlingar till Kronofogden samt ansöker om verkställighet såsom utmätningar och avhysningar. Lånar ut pengar mot pant. Värderar panter eller annan säkerhet. Informerar om lånevillkor och beräknar ränta.,"['Leaving property negotiations, cashing out outstanding claims and examining assets, developing payment plans and contributing to fortunes, conducting claims to Crown corporations and examining authenticity such as receipts and leases, issuing loans to banks, negotiating bonds or other security, informing about loan conditions and calculating interest rates.']"
252,253,4221,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=4221,4221,Resesäljare och trafikassistenter m.fl.,"Lämnar upplysningar om resor, resmål, logi och evenemang. Förmedlar och säljer resor. Gör upp resplaner och bokar biljetter, hotellrum m.m. Svarar för passagerarservice på flygplatser samt på färje- och bussterminaler. Informerar om avgångstider, biljettpriser, linjesträckningar, res­tider m.m. Kontrollerar färdbevis och registrerar bagage.","['Leaves travel information, travel dates, logs and events, mediates and sells travel, plots travel plans and book flights, hotel rooms, etc., answers for passenger services at airports and train and bus terminals, reports departure times, ticket prices, lines, travel times, etc., checks passports and checks baggage.']"
253,254,4222,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=4222,4222,Kundtjänstpersonal,"Ger råd och upplysningar samt besvarar frågor om ett företags eller organisations produkter, tjänster eller policy.","[""Provide advice and guidance and answer questions about a company's or an organization's products, services or policies.""]"
254,255,4223,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=4223,4223,Telefonister,"Tar emot och kopplar telefonsamtal. Ger upplys­ningar, tar emot meddelanden och lämnar besked. Sköter växel samt hänvisnings- och personsökningssystem.","['Receives and connects phone calls, gives directions, receives messages and leaves offers, switches gears and points of view and search engines.']"
255,256,4224,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=4224,4224,Hotellreceptionister m.fl.,"Tar emot, checkar in och checkar ut gäster på hotell, konferensanläggning, vandrarhem eller campingplats m.m. Informerar om bl.a. anläggningens service samt sevärdheter och nöjesevenemang. Gör i ordning konferenslokaler och ansvarar för att den tekniska utrustningen fungerar och att förtäring serveras enligt beställningen.","['Accepts, checks in and checks out guests at hotels, conference facilities, boarding houses, campsites, etc., advises about facilities, icons and attractions, organizes conference rooms, and is responsible for ensuring that all the technology equipment is working and the maintenance is provided on demand.']"
256,257,4225,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=4225,4225,Kontorsreceptionister,"Tar emot besökande. Informerar och hänvisar till plats, lokal eller person. Hanterar in- och utpassering.","['Receive visitors. Inform and refer to the location, the local or the person. Host and accommodate.']"
257,258,4226,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=4226,4226,Marknadsundersökare och intervjuare,"Intervjuar personer och hanterar svaren för marknads-, samhälls- och opinionsundersökningar.","['It interviews people and handles the answers to market, community and opinion surveys.']"
